"event","action"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event18_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event19_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice1_scene4","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/pour"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event16_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event17_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event18_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event19_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice1_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/pour"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event16_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event17_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event18_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event19_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice1_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/stand"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/find"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOff"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOn"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice_while_watching_television3_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/sit"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/stand"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/find"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOff"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOn"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice_while_watching_television3_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/sit"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/stand"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/find"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOff"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOn"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice_while_watching_television3_scene3","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/sit"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/stand"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOff"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOn"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice_while_watching_television3_scene5","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/sit"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/sit"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/stand"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event16_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event17_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOff"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOn"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice_while_watching_television3_scene6","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/stand"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOff"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/switchOn"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_juice_while_watching_television3_scene7","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/sit"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/pour"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event16_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event17_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event18_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event19_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event1_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event2_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event3_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event4_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event5_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event6_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event7_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event8_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event9_drink_milk1_scene1","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event0_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event10_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event11_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/walk"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event12_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/pour"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event13_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event14_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event15_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event16_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/grab"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event17_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/drink"
"http://kgrc4si.home.kg/virtualhome2kg/instance/event18_drink_milk1_scene2","http://kgrc4si.home.kg/virtualhome2kg/ontology/action/put"
