"inside_object","outside_object"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book105_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife59_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/fryingpan62_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/coffeemaker172_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer153_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake191_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling38_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishwashingliquid124_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/photoframe111_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork74_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer155_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling40_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor23_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book110_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl116_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/juice180_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/coffeepot173_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book106_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/doorjamb46_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice171_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencabinet148_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker98_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/milk183_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife65_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chair163_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor31_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench137_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains130_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book108_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder122_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chocolatesyrup176_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer151_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/crackers192_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling37_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife81_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable138_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl175_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling44_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor27_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf161_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencabinet144_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle96_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork90_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling211_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book245_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor198_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling207_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book239_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake234_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book233_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains229_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf221_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor200_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book244_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling209_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/orchid231_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice252_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor196_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book246_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake236_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/photoframe241_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceilinglamp217_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/candle225_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor195_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf220_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains228_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor199_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling210_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book238_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains230_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/box240_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/doorjamb214_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling212_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/lightswitch250_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake235_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor197_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling208_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/livingroom194_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl175_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/microwave174_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/oventray167_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/stove166_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice170_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/toaster169_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice171_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/toaster169_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall299_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel341_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe327_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toilet333_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall303_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/window318_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towelrack329_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/sink338_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towelrack331_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/walllamp321_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothpaste349_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/washingmachine357_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel354_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall301_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate348_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towelrack330_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/walllamp320_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothbrush352_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf332_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel342_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/rug323_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall300_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass351_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel355_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall302_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/stall334_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall298_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel340_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/walllamp322_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom297_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/poundcake284_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall262_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow272_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/rug269_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall264_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate285_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/powersocket291_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow271_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall265_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tablelamp268_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe270_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall263_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom253_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/window376_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/rug417_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall373_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate395_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall369_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe418_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toy399_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow400_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall371_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe420_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/radio416_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bed407_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tablelamp388_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall375_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/rug417_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tablelamp389_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall370_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/remotecontrol401_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall374_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel402_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow398_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall372_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe419_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall368_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom358_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel243_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf221_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/slippers247_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf221_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toy399_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf403_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/photoframe391_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf403_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/remotecontrol401_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf403_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/salad189_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate76_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench136_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife89_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall20_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate76_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass100_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall12_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork69_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/rug126_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/walllamp55_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable138_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/stovefan164_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle97_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate103_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass79_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife65_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall16_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass72_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/walllamp53_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/juice180_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/sink158_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate84_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork77_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall14_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate91_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass71_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate68_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass87_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/rug126_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife78_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall18_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate68_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe129_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tvstand160_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker93_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass79_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall21_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchen11_scene3"
