"upper_object","lower_object"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow314_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/sofa282_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow316_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/sofa283_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow317_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/sofa283_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cookingpot124_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/stove109_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/fryingpan126_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/stove109_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cookingpot125_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/stove109_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice105_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/toaster103_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice104_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/toaster103_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tv304_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/tvstand278_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcabinet195_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wall179_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcabinet195_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wall179_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe167_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wall32_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe168_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wall32_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencabinet78_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wall38_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/box150_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf101_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book148_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf101_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate147_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf101_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book149_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf101_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/candle165_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf101_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chips67_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker152_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl156_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle154_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl158_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker151_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl157_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle153_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/crackers66_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/wallshelf102_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow259_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bed221_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow260_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bed221_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel255_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/cabinet222_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl128_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork137_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass127_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate132_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle134_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pear64_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife136_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cereal58_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife140_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate130_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker120_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass145_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork141_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pancake62_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/candybar59_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife142_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate129_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker121_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass144_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork143_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chocolatesyrup57_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/milk46_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass146_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife139_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/peach65_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle135_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork138_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate131_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl133_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chair218_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/rug258_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife140_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker120_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate129_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass127_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork141_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/milk46_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cereal58_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl128_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate131_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork137_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass145_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife136_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle134_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/peach65_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass146_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl133_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork138_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate132_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentbottle135_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pear64_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife139_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/candybar59_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork143_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pancake62_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chocolatesyrup57_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass144_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife142_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/condimentshaker121_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate130_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable76_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/faucet200_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothpaste209_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/faucet200_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hairproduct208_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass203_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/deodorant205_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/faucet200_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hairproduct207_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel211_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/barsoap204_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothpaste209_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothbrush202_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/facecream206_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter198_scene4"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothpaste377_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/faucet319_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass370_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/deodorant374_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel362_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/painkillers376_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/barsoap372_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/perfume373_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/facecream375_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel363_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothbrush371_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter317_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow258_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bed293_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow257_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bed293_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder195_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder191_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass170_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile168_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder193_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass171_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder194_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile169_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder192_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel267_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/cabinet294_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/radio270_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/cabinet294_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer284_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer288_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer334_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer335_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile350_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer351_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer349_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer351_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer352_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer355_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer351_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer358_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants44_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt36_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants42_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt50_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants48_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants38_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt40_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile58_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer59_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer57_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer59_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile56_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer61_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer54_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer61_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile55_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer61_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer61_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer65_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer59_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer69_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile67_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer71_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer65_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer71_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile68_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer71_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile66_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer71_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger275_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants276_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger279_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants280_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger339_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants340_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger341_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants342_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger343_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants344_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger37_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants38_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger41_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants42_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger43_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants44_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger47_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants48_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt40_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile55_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants42_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile56_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants48_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile56_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger277_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt278_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger281_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt282_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger337_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt338_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger345_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt346_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger35_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt36_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger39_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt40_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger49_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt50_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/keyboard104_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate96_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cpuscreen107_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tablelamp76_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mousemat106_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass94_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake95_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mug97_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice111_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate99_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mouse105_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/microwave163_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/dishwasher157_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tvstand134_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/floor115_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf141_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/floor116_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable139_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/floor117_scene5"
"http://kgrc4si.home.kg/virtualhome2kg/instance/garbagecan202_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/floor118_scene5"
