filename,./outputs/q2mult_CompleteData_NoGPT_20250114_215438.csv,./outputs/q2mult_PartiallyMissingData_GPT_20250119_155143.csv,./outputs/q2mult_PartiallyMissingData_NoGPT_20250115_200244.csv,ground_truth
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_walk.json,42.0,N/A,51.0,42.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_wipe.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_close.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_drink.json,4.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_fall.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_find.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_grab.json,9.0,N/A,5.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_open.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_pour.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_put.json,7.0,N/A,1.0,7.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_sit.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_soak.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_stand.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_switchOff.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_switchOn.json,0.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day10_walk.json,29.0,N/A,8.0,29.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_close.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_drink.json,7.0,N/A,5.0,7.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_fall.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_find.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_grab.json,17.0,N/A,17.0,17.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_open.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_pour.json,4.0,N/A,4.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_put.json,10.0,N/A,11.0,10.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_sit.json,3.0,N/A,4.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_stand.json,2.0,N/A,2.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_switchOff.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_switchOn.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_text.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_turnTo.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_walk.json,43.0,N/A,47.0,43.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day1_wipe.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_eat.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_find.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_grab.json,7.0,N/A,4.0,7.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_pour.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_put.json,4.0,N/A,1.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_sit.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_soak.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_stand.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_switchOff.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_switchOn.json,0.0,N/A,0.0,5.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_type.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day2_walk.json,26.0,N/A,11.0,26.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_close.json,3.0,N/A,1.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_drink.json,4.0,N/A,1.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_find.json,2.0,N/A,3.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_grab.json,15.0,N/A,15.0,15.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_open.json,3.0,N/A,1.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_pour.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_put.json,9.0,N/A,5.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_putIn.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_shake.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_sit.json,2.0,N/A,2.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_stand.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_text.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_throw.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_turnTo.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day3_walk.json,30.0,N/A,32.0,30.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_close.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_drink.json,3.0,N/A,2.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_fall.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_grab.json,18.0,N/A,9.0,18.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_open.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_pour.json,6.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_put.json,9.0,N/A,6.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_putIn.json,0.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_shake.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_soak.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_switchOff.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_switchOn.json,0.0,N/A,0.0,5.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_throw.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_turnTo.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day4_walk.json,44.0,N/A,18.0,44.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_close.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_grab.json,13.0,N/A,10.0,13.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_lookAt.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_open.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_put.json,10.0,N/A,9.0,10.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_putIn.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_read.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_rinse.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_shake.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_sit.json,3.0,N/A,6.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_soak.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_stand.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_switchOff.json,0.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_switchOn.json,0.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_throw.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_turnTo.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_type.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_walk.json,37.0,N/A,37.0,37.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_wipe.json,2.0,N/A,2.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day5_write.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_drink.json,3.0,N/A,2.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_eat.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_fall.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_find.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_grab.json,15.0,N/A,11.0,15.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_pour.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_put.json,9.0,N/A,5.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_read.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_sit.json,3.0,N/A,6.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_stand.json,2.0,N/A,5.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_switchOff.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_switchOn.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_turnTo.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_walk.json,35.0,N/A,24.0,35.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day6_wipe.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_eat.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_find.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_grab.json,12.0,N/A,21.0,12.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_pour.json,2.0,N/A,4.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_put.json,10.0,N/A,7.0,10.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_sit.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_soak.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_stand.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_switchOff.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_switchOn.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day7_walk.json,30.0,N/A,41.0,30.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_close.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_drink.json,4.0,N/A,3.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_eat.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_fall.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_find.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_grab.json,12.0,N/A,12.0,12.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_open.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_pour.json,2.0,N/A,2.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_put.json,9.0,N/A,9.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_sit.json,1.0,N/A,5.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_stand.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_switchOff.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_switchOn.json,0.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_turnTo.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_type.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day8_walk.json,27.0,N/A,43.0,27.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_drink.json,4.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_fall.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_find.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_grab.json,20.0,N/A,12.0,20.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_pour.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_put.json,17.0,N/A,5.0,17.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_read.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_shake.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_sit.json,6.0,N/A,2.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_soak.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_stand.json,5.0,N/A,1.0,5.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_switchOff.json,0.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_switchOn.json,0.0,N/A,0.0,8.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_throw.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_turnTo.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_type.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_walk.json,61.0,N/A,27.0,61.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene2_Day9_write.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_close.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_drink.json,2.0,N/A,4.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_fallsit.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_grab.json,16.0,N/A,16.0,16.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_open.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_pour.json,4.0,N/A,1.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_put.json,9.0,N/A,6.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_putIn.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_read.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_sit.json,8.0,N/A,3.0,8.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_soak.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_squeeze.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_stand.json,4.0,N/A,3.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_straddle.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_switchOff.json,0.0,N/A,0.0,5.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_switchOn.json,0.0,N/A,0.0,5.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_turnTo.json,0.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_type.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_walk.json,59.0,N/A,30.0,59.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_wipe.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day10_write.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day1_close.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day1_drink.json,1.0,N/A,3.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day1_eat.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day1_fall.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day1_find.json,3.0,N/A,3.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day1_grab.json,14.0,N/A,10.0,14.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene3_Day1_jump.json,3.0,N/A,0.0,3.0
